subject_id,subject_slug,subject_type,subject_characters,deprecated_meaning_hint,deprecated_meaning_mnemonic,deprecated_meanings,deprecated_reading_hint,deprecated_reading_mnemonic
1503,捨,Kanji,捨,"Imagine hitting all these things with your nailbat. Hit the hat, hit the grave, and hit the mouth. Feel the bat in your hands as you connect with all these things then finally throw the nailbat away.","Taking a [radical]nailbat[/radical], you hit a [radical]hat[/radical], a [radical]grave[/radical], and someone’s [radical]mouth[/radical] before you [kanji]throw away[/kanji] the bat. You hit someone’s hat when you bash their head in with the nailbat, and you hit the grave with the nailbat to pack the dirt over their corpse. You hit the mouth of someone who got suspicious and asked too many questions, and then you throw away the nailbat to get rid of the evidence.","","You look darn good in that suit. Check yourself out in the mirror. Oh yeah, looking good. You’ll never throw away this outfit.",You also need to [kanji]throw away[/kanji] your clothes to disguise yourself. Throw away your clothes. Now buy a [reading]su[/reading]it ([ja]す[/ja]). Put on the suit. Suits are cool.
2209,据,Kanji,据,Try to think of what you're going to install in the old flag's place. Any ideas? I could use a new installation myself.,"You have a [radical]nailbat[/radical] propping up an [radical]old[/radical] [radical]flag[/radical] but it's finally time to [kanji]install[/kanji] a new one. It's too old to stay up anymore, and it wasn't the best contraption anyway. You should really take this one down and install a new one in its place.","",Imagine installing a suit to fly above your home. The suit flutters in the air just like that old flag did. Installation complete and successful!,"You've decided to [kanji]install[/kanji] a [reading]su[/reading]it ([ja]す[/ja]) where the flag was, so you attach an entire three piece suit to the nailbat. Installation takes some time, lots of nails and stuff, but once you're done you feel pretty good about it."
1565,推,Kanji,推,Look at this turkey. See the nailbat. Fear the nailbat. Infer what will happen next.,"Seeing a [radical]nailbat[/radical] in the hands of a [radical]turkey[/radical], you [kanji]infer[/kanji] that he wants revenge. This turkey knows you killed his brother for dinner last night, and now he’s going to make you pay. You infer that this turkey is going to take this nailbat and beat you to death.","","Feel the wind in your hair as you swing to safety. Now look back across the drop you just swung over, seeing the turkey standing there fuming, malice in his eyes.","It’s easy to [kanji]infer[/kanji] what this turkey plans to do. He plans to murder you with the nailbat. You run to a nearby canyon, grab a vine and [reading]swi[/reading]ng ([ja]すい[/ja]) across to safety. The turkey is unable to swing across so you’re safe. For now."
2042,遂,Kanji,遂,Imagine this pig with horns flying down the water slide. Hear the pig squeal as it shoots down. SQUEEEEEEEE~!,"Going down a [radical]water slide[/radical] with [radical]horns[/radical] is a [radical]pig[/radical] who thinks he can [kanji]accomplish[/kanji] anything. Because the pig has horns, this is why he thinks he can accomplish anything. The thing he is currently trying to accomplish is going down this water slide and surviving.","",Imagine the pig swinging on this swing. Hear him squeal as his swings closer to you and farther away from you. SQUEE… squee… SQUEE… squee…,"The next thing the pig wants to [kanji]accomplish[/kanji] is learning how to [reading]swi[/reading]ng ([ja]すい[/ja]) on a swing. Immediately after getting off the water slide, the pig runs to swing on a swing."
2219,帥,Kanji,帥,Imagine seeing Two face drop kick a bear. Even you agree that he deserves to be commander of the army at that point. You can't even imagine anyone better to lead you guys.,[radical]Two face[/radical] [radical]drop[/radical] kicks a [radical]bear[/radical] in front of the entire Gotham military. They are so impressed that they make him a [kanji]commander[/kanji] instantly! I guess crime does pay if you do something cool in front of the right people!,"","Watch in horror as the new commander swings everyone in his favor and at his will into attacking the good people of Gotham. Who can swing in to save us!? (No one, Spiderman isn't in this universe!)","[kanji]Commander[/kanji] Two face ends up [reading]swi[/reading]nging ([ja]すい[/ja]) everyone to his side and they stop protecting Gotham, and start terrorizing it! No don't let the new commander swing you around like that! He's evil after all. Just because you can drop kick a bear doesn't mean you're fit to be commander of the army!"
2193,随,Kanji,随,Picture the butcher hugging the water slide you gave him. Now he's hugging all the water slides. Uh oh.,"If you let a [radical]butcher[/radical] have a [radical]water slide[/radical] he'll end up wanting to [radical]have[/radical] it [kanji]all[/kanji]! You can't let him have that water slide. Once he gets going he can't be stopped. All the water slides, all the pool toys, all the ducks. He'll take them ALL! Don't you see?","",Watch the butcher start chopping up all the zoo eagles. Feel really bad about it because if you hadn't given him that water slide he wouldn't have wanted to kill ALL of them... geez.,You let the butcher down that stupid slide and now he wants to butcher up [kanji]all[/kanji] the [reading]zoo ea[/reading] gles ([ja]ずい[/ja]). Those eagles are in the zoo because they're endangered! Look what you've done!
2271,髄,Kanji,髄,Imagine your bone marrow sliding around in your bones like they're on water slides. Weee!,"What do you [radical]have[/radical] inside you treating your [radical]bone[/radical]s like a [radical]water slide[/radical]? [kanji]Bone marrow[/kanji]! Whenever you move, your bone marrow slides around inside the middle of your bones!","",Imagine munching on delicious zoo eagle marrow. Maybe a nice zoo eagle marrow ice cream too!,"You can eat [kanji]marrow[/kanji], you know. And [reading]zoo ea[/reading]gles ([ja]ずい[/ja]) have the tastiest marrow of any other animal. Though you have to go to the zoo to steal them, it's totally worth it, I promise. Their marrow slides around even more than other animals because they fly around their cages in circles all day, moving the marrow around."
2409,崇,Kanji,崇,Imagine jackhammering on a mountaintop as you shout your praises and worshipping to the gods.,"Put on a [radical]helmet[/radical] and [radical]jackhammer[/radical] at the top of a [radical]mountain[/radical] to [kanji]worship[/kanji] the gods. They won't be able to hear you if you aren't making a loud enough noise, so you went as close as you could get on top of the mountain and jackhammered as loud as you could so they'd pay attention to your worshiping. And you can't go mountain climbing or jackhammering without your helmet!","",Imagine being sued by the gods themselves for just trying to worship them in the best way you could come up with. Lame.,"Unfortunately, they didn't want to hear you [kanji]worship[/kanji] like this, and you're being waaay too loud on a Sunday, so they're going to [reading]sue[/reading] ([ja]すう[/ja]) you. You're also being sued for damaging their mountain. They worked hard to make that, you know!"
2397,菅,Kanji,菅,"You've probably <a href=""http://tinyurl.com/nl38wkj"">seen them before</a>, you just didn't know what they were called!",The species of [radical]flowers[/radical] that looks like grass wearing little [radical]helmet[/radical]s and is often eaten by [radical]bear[/radical]s is the [kanji]sedge[/kanji] species. Sedges grow all over the world! ,"",Imagine biting into a sedge flower and tasting the yummy sugary taste. Mmmm.,The next time you see a [kanji]sedge[/kanji] bite into one. They taste like [reading]sugar[/reading] ([ja]すが[/ja])! That's why all the bears eat them.
2019,隙,Kanji,隙,Look into the crevice and see the small butcher and the small sun. Hear the butcher screaming for you to help him out of the crevice because the sun is way too hot and he’s late for vacation.,"A [radical]butcher[/radical] that is [radical]small[/radical] and a [radical]sun[/radical] that is [radical]small[/radical] both fit into a [kanji]crevice[/kanji]. The crevice is pretty small too, but since the sun and butcher are small as well, they both fit into it too.","",Imagine taking the small butcher out of the crevice and putting him on a small pile of snow. Watch as he skis down it. He sure does like to ski.,"The butcher wants out of the [kanji]crevice[/kanji] so he can go [reading]ski[/reading] ([ja]すき[/ja]). He’s vacationing by going on a ski trip, but first he needs to get out of this crevice. He can’t do it without your help."
1941,墨,Kanji,墨,"Imagine pouring this black ink over the grave. Hear it slop out and dribble all over the grave, turning it black.","The [radical]black[/radical] [radical]grave[/radical] is covered with [kanji]ink[/kanji], [kanji]black ink[/kanji]. That’s why it’s black. The grave is covered with ink that is black so that’s why the grave is black. Because of the black ink.","",Imagine saying this out loud to someone who was upset you poured black ink on to the grave. Sue me!,"Yeah, I poured [kanji]black ink[/kanji] on the grave and now it’s all covered in [kanji]ink[/kanji]. So what? [reading]Sue me[/reading] ([ja]すみ[/ja]). Yeah, go ahead and sue me! I don’t even care!"
2136,隅,Kanji,隅,"Picture Splinter cowering in the corner, the butcher looming over him, ready to strike!","If a [radical]butcher[/radical] sees [radical]Splinter[/radical] he'll run him into the [kanji]corner[/kanji] with his butcher knife! Splinter is a rat, after all, whether he talks or not. So a butcher will run him into the corner to kill him!","","Picture the bloody corner. Hear the last words Splinter heard. ""Sue Me."" Well he can't now, because he's dead.","Splinter is stuck in the [kanji]corner[/kanji], there's no where for him to run. He says,""The turtles will get you for this!"" ""[reading]Sue me[/reading] ([ja]すみ[/ja])!"" the butcher responds, and slashes."
1777,瀬,Kanji,瀬,Look at the ent and the geoduck flailing around in terror as they get washed through the raging rapids and into the shallows. Hear them splashing about as they scream and yell for help.,"A [radical]tsunami[/radical] crashes into an [radical]ent[/radical] and a [radical]geoduck[/radical], knocking them into some [kanji]rapids[/kanji] whereupon they get washed into the [kanji]shallows[/kanji]. Being scared for their lives, the ent and geoduck flail around the entire time.","",Imagine saving the ent and the geoduck as they continue to shout “Save me! Save me!” into your ear as you carry them to safety.,"After being washed through the [kanji]rapids[/kanji] and into the [kanji]shallows[/kanji] the ent and the geoduck are both screaming “[reading]Sa[/reading]ve ([ja]せ[/ja]) me! Save me!” They need to be saved from the water, and you are the only one who can save them. You gotta run over and help them out."
527,世,Kanji,世,"The same can't be said for different generations of people... they are not the same. Count your lucky stars that radicals and kanji can be, though.",The [radical]generation[/radical] radical and the [kanji]generation[/kanji] kanji are the same.,"Generation, World, Society","Just imagine someone of an older generation watching Hard Gay. Imagine their disgusted looks and their confusion. Hopefully you can get some joy out of their reactions, too, to help you remember the reading. Maybe they try to imitate Hard Gay's catch phrase, and only say ""Se, se, se"" instead of ""Sei, sei, sei"" - that way you have both readings in your mnemonic!","For the reading, when we need to remember [ja]せい[/ja], we think Hard Gay, because he says ""SEI SEI SEI"" a lot. Think of multiple [kanji]generations[/kanji] of people - what would the older generations hate more than anything? Of course, it would have to be Hard Gay shouting ""[reading]Sei[/reading] ([ja]せい[/ja]), sei, sei!"""
863,整,Kanji,整,"Imagine the ent talking to the wizard about this. He keeps saying ""if you can [kanji]arrange[/kanji] this I'd be very grateful"" in a gangster sort of voice. Focus in on the ""arrange"" portion.","The [radical]ent[/radical] is hanging around in the [radical]winter[/radical]. He is trying to [radical]correct[/radical] this problem (that it is winter), though he can't do it on his own. So, he goes and talks to his wizard friend, asking if there's any way to [kanji]arrange[/kanji] for a weather change.","",Think about how this was a good arrangement. Also be sure to think of Hard Gay making it nice and warm again (and feel the warmth on your skin as winter rolls away due to the arrangement that was made).,"By talking to the wizard, the ent finds out that the only one who can [kanji]arrange[/kanji] this is Hard Gay. He calls up Hard Gay and asks for the weather change. Hard Gay yells ""[reading]SEI[/reading] SEI SEI!"" up at the clouds while thrusting his hips and the cold flees in terror, bringing about summer."
1128,制,Kanji,制,Imagine yourself thinking about this. Do you want to? Or do you not? Maybe you can use this control over him and get him to do something for you? Perhaps you can control him into killing the Batman? Hmm yessss....,"The slowly dying (which is why it's missing a line in the radical) [radical]life[/radical] of [radical]two face[/radical] is in your hands... literally. You hold his [radical]ribs[/radical] in your hands. ""Please, please put them back,"" he pleads. You could if you wanted to. You have complete [kanji]control[/kanji] right now over him.","",Oh no! Thwarted again by that blasted Hard Gay! What a superhero.,"You decide to control Two Face and put his ribs back in. Instead of having him kill the Batman, though, you ask him to kill Hard Gay. Just before you can put the ribs back, Hard Gay jumps into the room you're in (as if he knew!) and thrusts his hips into your hands, knocking the ribs away. [reading]SEI[/reading] ([ja]せい[/ja]) SEI SEI!"
1862,斉,Kanji,斉,"You can't use one, you have to use two, and you have to use them at the same time.",If you use [radical]stilts[/radical] you are using two sticks to walk on [kanji]simultaneous[/kanji]ly.,"","He yells out SEI SEI SEI while doing his famous thrust motion, throwing off your balance.","Who is using the stilts [kanji]simultaneous[/kanji] to you? He's hugging you from behind, using your stilts with you, and he is the Japanese comedian [reading]Hard Gay[/reading] ([ja]せい[/ja])."
2053,誓,Kanji,誓,Repeat this vow over and over and focus on it intently as you feel the weight of the deadly axe and nailbat in your hands.,You take a [radical]nailbat[/radical] and an [radical]axe[/radical] and you [radical]say[/radical] that you [kanji]vow[/kanji] to avenge your father. Your father was murdered and you vow to seek out the killer and then hit him with the axe and the nailbat. You take this vow very seriously.,"",SEI SEI SEI! Imagine Hard Gay humping your poor father to death as you remember the vow that brought you here. Hit Hard Gay with the nailbat and the axe until he stops shouting “SEI SEI SEI”.,You are about to fulfill your [kanji]vow[/kanji] when you hear “[reading]SEI[/reading] ([ja]せい[/ja]) SEI SEI!” Your father was killed by Hard Gay! Hard Gay humped him to death. Ew.
2435,逝,Kanji,逝,"Picture someone sliding down a huge water slide, waving their nailbat and axe in the air. You can't help but think they're about to die. One slip and it's all over.","If you ride a [radical]water slide[/radical] holding a [radical]nailbat[/radical] and an [radical]axe[/radical] you're probably going to [kanji]die[/kanji]. Water slides are dangerous enough on their own, but there is no way you'll make it if you're swinging weapons around as you go down too!","",You watch as Hard Gay says his last sei and dies. What a sad end to such a happy person.,"The person who is about to [kanji]die[/kanji] is yelling something. ""[reading]Sei[/reading] ([ja]せい[/ja]) sei sei!"" you hear as they hurdle down the water slide. Oh no! It's Hard Gay! He's the one sliding to his death!"
1149,税,Kanji,税,What would you do if a guard told you there is a pine tree tax? Would you believe him? Would you pay it?,You're climbing a [radical]pine[/radical] tree when a [radical]guard[/radical] comes up and tells you that you have to pay a [kanji]tax[/kanji]. You've climbed lots of trees and you've never been taxed for it before. This guard does look pretty serious though...,"","Listen to Hard Gay say Zei Zei Zei in the distance as you pay the tax. He didn't have to, but the guard made you pay it.","You're thinking about this [kanji]tax[/kanji] when you hear someone shout, ""Vat did you [reading]zay[/reading] ([ja]ぜい[/ja])?"" German Hard Gay comes sliding down the tree. ""Zer iz no tax! Don't listen to vat he zays!"" He leaps over the guard and runs off. Without paying the tax."
1209,贅,Kanji,贅,"See yourself as this grave digger, tracking the winter clam. Moving in its direction, you catch its scent. Smell the frigid clammy smell on the wind. Let it fill your nostrils as you move closer and closer to your prey.","A [radical]grave[/radical] digger heading in the [radical]direction[/radical] of a [radical]winter[/radical] [radical]clam[/radical] cannot afford the [kanji]luxury[/kanji] of stopping for coffee. The grave digger is hunting the elusive winter clam and has finally caught its scent so the grave digger is moving in the winter clam’s direction. Since the winter clam is so elusive, the grave digger cannot afford the luxury of stopping for anything or else the winter clam will escape.","","See the luxury in German Hard Gay’s attire. Everything from his shoes to his tie are encrusted with diamonds. “Zei, zei, zei!” But wait, so where is the winter clam’s scent coming from? Is it coming from German Hard Gay? Eww.","Just when you think you’ve finally come to the hiding place of the winter clam, Hard Gay jumps out of the bushes and starts thrusting at you. But something is different. This isn't the Japanese Hard Gay you know and love. It's his German counterpart! He's shouting “[reading]Zei[/reading] ([ja]ぜい[/ja]), zei, zei~!” German Hard Gay is wearing a fancy [kanji]luxury[/kanji] suit. That's how you know he's not Japanese Hard Gay."
918,性,Kanji,性,"Imagine yourself eating a fish stick. It’s all crunchy and fish like. Taste the fish taste on your tongue. Do fish of different genders taste different? Probably not, but it’s something to think about while you eat your fish stick. 

This can also mean [kanji]nature[/kanji] as well.",A [radical]fish stick[/radical] goes through [radical]life[/radical] without [kanji]gender[/kanji]. Is that fish stick you’re eating made from a fish of the female gender? The male gender? Both genders? You have no idea. Such is the life of a fish stick.,"","Hard Gay says, “Sei, sei, sei.” Hard Gay is male and likes men. Gay people like people of the same gender. This one’s pretty easy to remember!","When suddenly, a wild Hard Gay appears! “[reading]Sei[/reading] ([ja]せい[/ja]), sei, sei!” he shouts. “I’m of the male [kanji]gender[/kanji] and I also like men! Hard Gay desu!” Looks like Hard Gay is hitting on the [reading]sho[/reading]gun ([ja]しょう[/ja]). I forgot to mention that you're sharing the fish sticks with the shogun. Apparently Hard Gay has a thing for the Shogun. Just continue to eat your fish stick and try to ignore Hard Gay."
1003,席,Kanji,席,Picture Two Face sitting in a tractor seat being all hick like. He’s got overalls and a straw hat on. Hear the whirr of the tractor engine as hick Two Face putters about his fields.,The [radical]hick[/radical] version of [radical]Two Face[/radical] takes a [kanji]seat[/kanji] in his tractor. This seat is hick Two Face’s favorite place to sit.,"","Now picture hick Two Face doing this sexy booty dance, wiggling the seat of his overalls all about. Imagine the song “I’m Too Sexy” playing in your head as you imagine.","Hick Two Face also thinks he’s pretty [reading]sexy[/reading] ([ja]せき[/ja]). When he sees you approach, he wiggles the [kanji]seat[/kanji] of his pants in your direction humming “I’m Too Sexy.”"
1146,責,Kanji,責,Think of this modified life of the clams that is to be blamed for the downturn of society. Picture these clams eating avocado toast and taking selfies. Disgusting!,"The modified [radical]life[/radical] of a [radical]clam[/radical] is to [kanji]blame[/kanji] for the current generation. Clams used to live normal lives, but once the young clams started to modify life and their way of living, the clam youth has turned to rubbish. This modified life of the clam is to blame for the downturn in clam society. ","",Imagine yourself in one of these sexy clam strip clubs. See the sexy clam girls as they twist around the sexy stripper poles. What are they wearing? What music is playing? Try and imagine this scene in your mind.,These clams also go to clam strip clubs to ogle [reading]sexy[/reading] ([ja]せき[/ja]) clam girls. These sexy strip clubs are to [kanji]blame[/kanji] for increased clam teen pregnancy because the clams get so sexually charged by the sexy clam girls at the sexy clam strip clubs that they can’t help but get sexy with each other.
1393,積,Kanji,積,All pine trees know is how to accumulate more needles and pine cones. Please don't blame them!,You can't [radical]blame[/radical] your [radical]pine[/radical] trees for the amount of pine needles they [kanji]accumulate[/kanji]. They're just trying to live. They accumulate pine needles and pine cones and it's just natural. Don't be a jerk and blame them for that! ,"",How many pine needles has your tree accumulated? OH! That's so many! IT'S SO SEXY!,"If you think about it, the more of these things a pine tree [kanji]accumulate[/kanji]s, the more [reading]sexy[/reading] ([ja]せき[/ja]) it will be to other pine trees. So if you try to blame it and make it feel bad, it won't get any other pine tree lovers!"
1844,籍,Kanji,籍,Imagine yourself going to the research lab that is involved with studying this anomaly. Imagine the [kanji]enroll[/kanji]ing process.,"A [radical]bamboo[/radical] [radical]redwood[/radical] from [radical]long ago[/radical] has been found. Not too often you see a bamboo redwood. You're super interested in studying it, in fact, so you try to [kanji]enroll[/kanji] in the group that gets to study it.","","Do your best to imagine a sexy bamboo redwood. Whatever is sexy to you, I guess.","When you finally get in, you see the bamboo redwood. Waow, it's pretty [reading]sexy[/reading] ([ja]せき[/ja])."
2099,堰,Kanji,堰,"It's a really, really big dam. It's also dark outside, because the sun is inside the dam, cooking the water to make steam which makes electricity for the dam.","A [radical]grave[/radical] is a [radical]cage[/radical] that holds both the [radical]sun[/radical] and a [radical]woman[/radical]. They're both sitting inside this grave cage, not knowing where they are. Pan outside of the grave cage to see that they are actually in a huge [kanji]dam[/kanji]. But, they don't know this, they can't see outside.","","Imagine a lady being sexy for the sun, then imagine the sun heating up to steam up the water to create power for the dam.","The sun's job is obvious (heat up the water and create steam), but the woman's job is just as important. She has to be all [reading]sexy[/reading] ([ja]せき[/ja]) for the sun so the sun heats up enough to cook the water."
2266,惜,Kanji,惜,"Imagine long ago, when you were gifted a truck full of fish sticks. Plan for the future. Be frugal enough to reward future you with them.","To eat a [radical]fish stick[/radical] from [radical]long ago[/radical] you needed to be [kanji]frugal[/kanji]. If you weren't frugal with your fish sticks, you'd run out before now. And you'd probably die, yo.","",Be frugal with those old fish sticks and you'll be as sexy as me.,"You know what [kanji]frugal[/kanji] people are? They're [reading]sexy[/reading] ([ja]せき[/ja]). Mm, that's right. What's sexier than a person who hoards fish sticks? If you can think of anything, you should email me. Because honestly, I can't think of one thing."
907,折,Kanji,折,"Picture yourself using this axe to get this nailbat to fold. Feel the axe handle in your hands as you swing it down. Chop, chop, chop.","If you hit a [radical]nailbat[/radical] enough with an [radical]axe[/radical], it will [kanji]fold[/kanji]. It’s entirely possible to use an axe to fold a nailbat in half. You just have to know what you’re doing.","","Picture yourself as the one picking up the nailbat to set it on the table. Feel the wood grain on the bat as you be sure to avoid the nails sticking out. You get a splinter from the wood. It hurts your hand, so you set it back on the ground. Should have been more careful.","Once the person hitting the nailbat believes enough of a [kanji]fold[/kanji] has been achieved, he [reading]sets[/reading] ([ja]せつ[/ja]) it onto a table for further inspection. He sets it on the table because the lighting is best in that area."
1058,節,Kanji,節,Imagine that it’s your job to stamp this bamboo. Every year around this time you have to stamp all the bamboo with the good stamp. Imagine the monotony of doing this over and over. Bamboo. Stamp. Good. Bamboo. Stamp. Good. Bamboo. Stamp. Good.,"When there’s a [radical]stamp[/radical] on a piece of [radical]bamboo[/radical] reading “[radical]Good[/radical]”, you know that bamboo [kanji]season[/kanji] is finally here. Before bamboo season, the bamboo ain’t all that great, but once it’s been stamped with the good seal of approval, the bamboo is good and ready to go.","",Picture yourself stamping all these sets of bamboo each season. It seems like there’s an endless supply of sets. Your hand is starting to cramp up from all the stamping. Feel the pain in your hand and wrist as you continue to stamp the sets along.,"Since you have to stamp so many of these bamboo pieces come bamboo [kanji]season[/kanji], you mark them out in [reading]sets[/reading] ([ja]せつ[/ja]). Sets of ten bamboo. Having them marked out in sets helps the job seem a bit more manageable as finishing each of the sets feels like a small victory."
1132,設,Kanji,設,"You try it out. You say ""IKEA"" and sure enough, an IKEA falls from the sky and establishes itself next to you.","If you [radical]say[/radical] ""[radical]IKEA[/radical]"" an IKEA will be [kanji]establish[/kanji]ed in your neighborhood the next year. ","","You say the word ""IKEA"" again, and it creates another IKEA. Now IKEA can come in [reading]sets[/reading].","You go into the IKEA you've [kanji]establish[/kanji]ed. It's great, everything comes in [reading]sets[/reading] ([ja]せつ[/ja]). Chairs, tables, everything! Sets sets sets sets sets."
1311,接,Kanji,接,"Pretend you are this woman eyeing up this nailbat stand. Picture what it would be like having a nailbat adjoined to you. Like, having a nailbat instead of an arm or something.","Next to a [radical]nailbat[/radical] [radical]stand[/radical], there is a [radical]woman[/radical] who hopes to [kanji]adjoin[/kanji] herself with a nailbat. This woman wants to defend herself from attacks at any time and thinks that having a nailbat permanently adjoined to her is the obvious solution.","","Imagine having a set of nailbats instead of a set of arms. How terrible would that be? Not only would you not be able to pick anything up, but you’d probably also accidently hurt yourself and others with the nailbats like all the time. Not a good choice.","Unfortunately, it seems like this clinic will only [kanji]adjoin[/kanji] things in [reading]sets[/reading] ([ja]せつ[/ja]). So, the woman has to get two nailbats, or none at all. The woman has never been a big fan of sets, and would like to keep both her arms, but she decides to go through with the procedure anyway."
2401,拙,Kanji,拙,Picture yourself clumsily trying to open the door until you get fed up and smash your way through the wall with your nailbat instead.,"Use a [radical]nailbat[/radical] to make an [radical]exit[/radical] if you're too [kanji]clumsy[/kanji] to open a normal door. You tried to open the door, you really did. But you hand just kept slipping, so you had to improvise!","",Maybe if you weren't so darn clumsy you would have seen that there were two sets of doors right in front of you.,After you make your [kanji]clumsy[/kanji] escape you look back and see there were two [reading]sets[/reading] ([ja]せつ[/ja]) of doors. And one of them is standing open. You didn't even have to bash your way out of there.
2315,摂,Kanji,摂,"Think of all the things that will happen in addition to bleeding, pain, and an explosion sound when you get hit in the ear with a nailbat.","If your [radical]ear[/radical] is hit by a [radical]nailbat[/radical] you'll hear an [radical]explosion[/radical] [kanji]in addition[/kanji] to the intense pain. And in addition to that, you'll probably see a lot of blood. Nailbats are serious business and ears are really delicate.","","Imagine if in addition to all the pain you just went through, you were about to get your other ear smashed with a nailbat because ears come in sets. If they didn't, you only would have been hit once!","[kanji]In addition[/kanji] to all that awful stuff happening in your ear, don't forget that ears come in [reading]sets[/reading] ([ja]せつ[/ja]). So it's about to happen to your other ear right NOW! BANG BOOOM PSHUUUAHHHH!"
543,先,Kanji,先,"Emphasize thinking back to the [kanji]previous[/kanji] slide (not the one you’re on, unless you’re thinking about how much better this one will be compared to the previous one). Imagine the previous slide, and all its nastiness (when it comes to sliding down so hard your feet are stuck in someone’s grave, you’ll have plenty of nastiness to go around).","You’re about to go down a [radical]grave[/radical] [radical]slide[/radical]. This time you won’t make the same mistake you made with the [kanji]previous[/kanji] grave slide you tried. In the previous slide, you went down so fast your [radical]legs[/radical] got stuck in the grave. You could feel the bones and rotting flesh touching your shoe-less feet. That previous grave-slide was faulty.","","Feel the scratchiness of the hooves on your face. He's not hitting you hard, but it's plenty enough to be irritating. Imagine him clopping around you in circles too, and make sure to vividly see the centaur, since that's important to the reading. Also make sure to think he's a real bastard, that centaur...","To remember せん we use the word [reading]cen[/reading]taur. 

At the bottom of the [kanji]previous[/kanji] grave slide, there was also a centaur as well. He started slapping you around with his hooves as your legs are stuck in the ground, and all you can do is take the beating."
671,船,Kanji,船,"Or a giant boat, perhaps? Imagine yourself riding a giant fish with a sail stuck in it. What an awesome boat you have. It can swallow up smaller ships whole for you, if you like.","If you have something with [radical]fins[/radical] and a [radical]mouth[/radical], you can probably assume it's a fish. If you add a [radical]sail[/radical] to this fish, you have yourself a nice little [kanji]boat[/kanji].","",Also think about someone giving you some letters to [reading]sen[/reading]d as well.,What do [kanji]boat[/kanji]s do? They [reading]sen[/reading]d you across the ocean.
803,戦,Kanji,戦,"Imagine what a witch doctor looks like. They’re usually viewed as being a bit eccentric and out there. Now imagine one that’s also a drunkard. This is a very annoying, bumbling and stumbling witch doctor.","A [radical]witch doctor[/radical] who is also a [radical]drunkard[/radical] could be likely to start a [kanji]war[/kanji]. If a witch doctor gets drunk, he might do some crazy witch doctor magic and inadvertently start a war between two factions. This drunkard witch doctor has no idea what he’s doing.","","Imagine this army of centaurs. Half man, half horse, all business. War business. They’re out to conquer the world and they’re thirsty for human blood. Centaurs are scary. Be afraid.","The witch doctor, like the drunkard he is, uses his witch doctor magic and accidently conjures up a [reading]cen[/reading]taur ([ja]せん[/ja]). This centaur then summons other centaurs, and they amass a whole army of centaurs which the centaur leader uses to start a [kanji]war[/kanji] on humanity."
886,選,Kanji,選,"Think about this choice. Which would you choose? A fun slide, cool pet, practical swimwear, or gamble on riches?","You are presented with a [radical]water slide[/radical], two [radical]cobra[/radical]s, some swim [radical]fins[/radical], and a game of [radical]blackjack[/radical] – you may only [kanji]choose[/kanji] one. Will you choose the fun of a water slide, the exotic pet cobras, the useful swim fins, or the game of blackjack where you have the potential to win lots of money? You may only choose one.","",Imagine yourself choosing the centaur. You can ride on his back anywhere and he can also protect you from those who would bring you harm. Imagine how awesome that would be. I think the centaur is a pretty solid choice here.,"Suddenly, a fifth option appears! A [reading]cen[/reading]taur ([ja]せん[/ja]). So now you must [kanji]choose[/kanji] between the mythical centaur creature, a water slide, some cobras, swim fins, or blackjack."
1521,宣,Kanji,宣,Imagine yourself being awakened by the sunrise. Pick up your helmet and proclaim to the skies that a new day has arrived. Proclaim it aloud! Be very animated as you do so.,"Over a [radical]helmet[/radical] on the [radical]ground[/radical], a [radical]sunrise[/radical] arrives to [kanji]proclaim[/kanji] a new day’s beginning! You took off your helmet and put it on the ground when you went to sleep, and now that the sunrise is showing, you know that the morning has arrived. The sun will proclaim the arrival of the new day with its bright and shiny rays!","",Continue proclaiming your joy for the sunrise and the start of a new day. Only this time you have a centaur with you. Run your fingers along his furry back. He’s quite soft.,"Out of the nearby forest appears a [reading]cen[/reading]taur ([ja]せん[/ja]). The centaur wants to join in and [kanji]proclaim[/kanji] the arrival of a new day along with you. You’re a bit surprised, but hey – who doesn’t like to proclaim the arrival of a new day?"
1564,薦,Kanji,薦,Hear this mullet bird squawking about what flowers you should buy. It’s trying to recommend the tulips. Squawwwwk! Tulips! Rawwwk!,Next to some [radical]flowers[/radical] is a [radical]mullet[/radical] wearing [radical]bird[/radical] trying to [kanji]recommend[/kanji] which flowers you should buy. This bird is weird looking. It’s wearing a mullet wig. And it’s trying to tell you what flowers to buy. Why would a bird try to recommend flowers?,"",Listen to the centaur’s hooves clicking and clacking as he chases the bird away. He’s very angry and yelling as well. It’s quite the scene.,"The owner of the flower shop is a [reading]cen[/reading]taur ([ja]せん[/ja]). Upon hearing the mullet bird trying to [kanji]recommend[/kanji] you a flower to buy, the centaur owner comes over and chases away the bird. Apparently the bird does this often and is a great nuisance to the centaur business owner."
